RA,Fase,Turma,Nome,Ano nasc,Idade 22,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,INDE 22,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,Atingiu PV,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV
RA-257,3,G,Aluno-257,2008,14,Menina,2018,Escola Pública,Ametista,Ametista,Quartzo,5.149,815,124,9,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,0.0,6.4,5.6,Requer avaliação,3.6,4.0,5.2,1.5,Não,Não,6.708,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-258,3,G,Aluno-258,2010,12,Menina,2018,Escola Pública,Ametista,Topázio,Ágata,6.926,517,67,5,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,10.0,7.3,5.6,Sem limitações,4.8,2.7,6.2,5.5,Não,Não,6.125,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-259,3,G,Aluno-259,2006,16,Menino,2017,Escola Pública,Quartzo,Quartzo,Quartzo,4.182,853,146,15,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,8.8,2.9,7.5,Não atendido,0.9,0.0,2.7,0.2,Não,Não,4.625,2.5,Fase 6 (2º EM),-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-260,3,G,Aluno-260,2009,13,Menina,2019,Escola Pública,Topázio,Ametista,Ametista,7.44,340,38,2,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,10.0,8.2,7.5,Não atendido,5.0,5.7,5.2,4.2,Não,Não,6.458,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-261,3,G,Aluno-261,2008,14,Menina,2019,Escola Pública,Ágata,Quartzo,Ágata,6.763,566,74,6,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,8.8,7.2,5.6,Sem limitações,5.8,6.2,5.8,5.5,Sim,Não,7.042,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-262,3,G,Aluno-262,2007,15,Menino,2021,Escola Pública,,Quartzo,Quartzo,4.786,835,135,11,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,0.0,5.8,5.6,Sem limitações,3.4,1.3,5.5,3.5,Não,Não,5.625,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-263,3,G,Aluno-263,2007,15,Menina,2019,Escola Pública,Ágata,Quartzo,Quartzo,5.319,800,121,8,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,5.8,5.6,7.5,Não atendido,3.7,3.0,2.8,5.4,Não,Não,4.417,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-264,3,I,Aluno-264,2007,15,Menina,2022,Escola Pública,,,Ametista,7.087,460,57,2,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,10.0,9.2,5.6,Requer avaliação,5.8,6.0,5.5,,Não,Não,6.625,5.0,Fase 5 (1º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-265,3,I,Aluno-265,2009,13,Menino,2019,Escola Pública,Ametista,Ametista,Ametista,7.926,162,26,1,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,8.3,7.7,7.5,Não atendido,6.9,5.3,7.0,8.5,Sim,Não,7.917,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-266,3,I,Aluno-266,2006,16,Menina,2019,Escola Pública,Quartzo,Quartzo,Quartzo,5.987,730,104,4,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.5,5.8,5.6,Requer avaliação,6.0,5.0,6.7,6.3,Não,Não,6.583,2.5,Fase 6 (2º EM),-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-267,3,I,Aluno-267,2007,15,Menina,2016,Escola Pública,Ágata,Quartzo,Ágata,6.012,727,103,3,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,10.0,7.4,5.0,Não indicado,3.3,2.3,4.8,2.7,Não,Não,6.292,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-268,3,K,Aluno-268,2008,14,Menina,2021,Escola Pública,,Ágata,Ágata,6.695,590,77,11,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,9.2,6.7,6.3,Requer avaliação,5.7,7.0,6.8,3.2,Sim,Não,7.208,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-269,3,K,Aluno-269,2009,13,Menino,2022,Escola Pública,,,Topázio,8.231,76,13,2,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,9.2,8.6,6.3,Requer avaliação,8.9,8.7,9.5,8.5,Não,Não,7.25,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-270,3,K,Aluno-270,2009,13,Menina,2019,Rede Decisão,Ametista,Topázio,Topázio,8.226,79,14,3,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,8.3,8.4,6.9,Não atendido,7.9,8.0,7.2,8.5,Não,Não,8.125,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-271,3,K,Aluno-271,2007,15,Menina,2022,Escola Pública,,,Ametista,7.255,411,50,8,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,9.2,8.5,5.6,Requer avaliação,7.1,6.3,6.5,8.3,Sim,Não,6.958,5.0,Fase 5 (1º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-272,3,K,Aluno-272,2008,14,Menino,2021,Escola Pública,,Ágata,Ágata,6.361,666,88,14,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,9.2,5.7,7.5,Não atendido,5.1,5.0,6.8,3.5,Não,Não,6.417,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-273,3,K,Aluno-273,2008,14,Menina,2018,Escola Pública,Ametista,Ametista,Quartzo,5.679,761,110,15,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,9.2,5.3,7.5,Não atendido,3.0,3.8,4.7,0.5,Não,Não,5.833,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-274,3,K,Aluno-274,2011,11,Menina,2019,Rede Decisão,Ametista,Topázio,Ametista,7.946,157,24,5,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,7.9,8.3,7.5,Não atendido,8.1,8.1,9.3,7.0,Não,Não,7.0,10.0,Fase 2 (5º e 6º ano),1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-275,3,K,Aluno-275,2007,15,Menino,2018,Escola Pública,Quartzo,Ágata,Ágata,6.665,600,79,12,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,9.6,6.9,7.5,Não atendido,4.6,5.0,6.0,2.7,Sim,Não,6.667,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-276,3,K,Aluno-276,2008,14,Menina,2017,Escola Pública,Ágata,Quartzo,Quartzo,5.527,788,118,16,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,7.1,5.7,5.6,Não indicado,4.3,3.7,6.0,3.3,Não,Não,5.125,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-277,3,K,Aluno-277,2008,14,Menino,2021,Escola Pública,,Ametista,Ametista,7.411,354,41,7,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,7.1,8.8,7.5,Não atendido,7.4,7.2,7.0,8.2,Sim,Não,7.208,5.0,Fase 4 (9º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-278,3,K,Aluno-278,2010,12,Menino,2018,Rede Decisão,Ametista,Topázio,Ametista,7.741,222,31,6,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,8.8,9.2,5.6,Requer avaliação,6.0,5.7,5.8,6.4,Não,Não,7.417,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-279,3,K,Aluno-279,2009,13,Menino,2019,Rede Decisão,Topázio,Topázio,Topázio,8.815,10,1,1,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,9.2,9.9,6.3,Sem limitações,9.1,9.7,8.3,9.3,Não,Não,8.208,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-280,3,K,Aluno-280,2009,13,Menina,2021,Rede Decisão,,Topázio,Ametista,8.046,133,20,4,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.5,9.2,7.5,Sem limitações,7.1,5.7,7.0,8.7,Não,Não,7.333,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-281,3,K,Aluno-281,2009,13,Menina,2019,Escola Pública,Ametista,Ágata,Ágata,6.806,553,71,10,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,6.7,6.9,7.5,Sem limitações,5.9,5.0,6.8,6.0,Não,Não,5.625,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-282,3,K,Aluno-282,2009,13,Menina,2019,Escola Pública,Ametista,Ágata,Ágata,6.618,620,80,13,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,8.8,6.8,7.5,Sem limitações,4.0,4.7,6.3,1.0,Não,Não,5.625,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-283,3,K,Aluno-283,2008,14,Menino,2020,Escola Pública,Ágata,Ágata,Ametista,7.131,448,54,9,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,9.6,8.8,7.5,Não atendido,5.6,4.5,5.8,6.6,Não,Não,6.625,5.0,Fase 4 (9º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-284,3,L,Aluno-284,2009,13,Menino,2022,Escola Pública,,,Quartzo,5.939,734,106,3,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,6.7,5.1,5.6,Sem limitações,3.8,7.0,4.5,0.0,Não,Não,5.958,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-285,3,L,Aluno-285,2006,16,Menina,2020,Escola Pública,Ametista,Quartzo,Quartzo,5.063,817,126,5,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,9.2,4.1,7.5,Sem limitações,2.8,4.0,3.2,1.2,Não,Não,5.75,2.5,Fase 6 (2º EM),-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-286,3,L,Aluno-286,2007,15,Menina,2022,Escola Pública,,,Quartzo,5.424,794,119,4,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,7.1,5.8,6.3,Sem limitações,3.0,4.7,2.3,2.0,Não,Não,5.625,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-287,3,L,Aluno-287,2005,17,Menina,2022,Escola Pública,,,Quartzo,3.7,859,148,11,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,7.9,3.4,5.0,Requer avaliação,1.1,0.7,2.5,0.2,Não,Não,4.292,2.5,Fase 7 (3º EM),-4,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-288,3,L,Aluno-288,2006,16,Menina,2022,Escola Pública,,,Quartzo,4.097,854,147,10,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,0.0,5.6,6.3,Sem limitações,0.0,,,,Não,Não,6.833,2.5,Fase 6 (2º EM),-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-289,3,L,Aluno-289,2008,14,Menina,2020,Escola Pública,Ametista,Quartzo,Ágata,6.236,699,94,2,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,0.0,7.8,6.3,Sem limitações,6.8,5.3,7.5,7.5,Não,Não,7.25,5.0,Fase 4 (9º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-290,3,L,Aluno-290,2005,17,Menina,2022,Escola Pública,,,Quartzo,4.929,830,131,7,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,10.0,3.9,6.3,Sem limitações,1.7,1.0,2.3,1.8,Não,Não,6.042,2.5,Fase 7 (3º EM),-4,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-291,3,L,Aluno-291,2009,13,Menino,2022,Escola Pública,,,Topázio,8.122,107,18,1,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.3,8.2,6.9,Sem limitações,8.0,8.0,7.5,8.5,Sim,Não,7.792,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-292,3,L,Aluno-292,2006,16,Menino,2022,Escola Pública,,,Quartzo,4.837,833,134,9,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,7.9,3.7,7.5,Não atendido,1.8,0.0,5.0,0.5,Não,Não,6.292,2.5,Fase 6 (2º EM),-3,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-293,3,L,Aluno-293,2009,13,Menino,2022,Escola Pública,,,Quartzo,4.875,831,132,8,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,8.8,2.9,7.5,Não atendido,2.3,2.0,3.8,1.0,Não,Não,3.333,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-294,3,L,Aluno-294,2004,18,Menina,2022,Escola Pública,,,Quartzo,5.031,819,127,6,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,9.6,5.8,7.5,Não atendido,0.0,,,,Não,Não,5.917,2.5,Fase 8 (Universitários),-5,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-295,3,M,Aluno-295,2008,14,Menina,2022,Escola Pública,,,Ametista,7.305,386,45,2,4,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,8.0,7.5,Não atendido,6.9,5.3,7.7,7.7,Sim,Não,7.375,5.0,Fase 4 (9º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-296,3,M,Aluno-296,2007,15,Menina,2022,Escola Pública,,,Quartzo,4.665,839,137,16,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,8.8,3.6,7.5,Não atendido,2.8,5.7,2.7,0.2,Não,Não,3.833,5.0,Fase 5 (1º EM),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-297,3,M,Aluno-297,2009,13,Menina,2022,Escola Pública,,,Ametista,7.478,324,36,1,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.1,7.9,6.3,Sem limitações,6.6,6.3,5.3,8.2,Sim,Não,7.417,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-298,3,M,Aluno-298,2009,13,Menino,2019,Escola Pública,Ametista,Ágata,Ágata,6.409,659,86,7,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,9.2,6.3,5.6,Sem limitações,5.2,5.5,4.8,,Não,Não,5.417,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-299,3,M,Aluno-299,2009,13,Menina,2019,Rede Decisão,Topázio,Ametista,Ametista,7.278,404,48,3,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.1,8.2,5.0,Requer avaliação,6.8,6.3,7.3,6.7,Não,Não,6.708,10.0,Fase 3 (7º e 8º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-300,3,M,Aluno-300,2008,14,Menino,2022,Escola Pública,,,Quartzo,5.557,781,116,14,4,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase + Bolsa,5.4,6.9,6.3,Sem limitações,3.1,2.7,4.8,1.7,Sim,Não,5.875,5.0,Fase 4 (9º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-301,3,M,Aluno-301,2009,13,Menina,2019,Escola Pública,Ametista,Ametista,Ágata,6.802,554,72,5,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.8,5.8,5.6,Sem limitações,6.3,6.5,7.2,5.4,Sim,Não,6.042,10.0,Fase 3 (7º e 8º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-302,3,M,Aluno-302,2006,16,Menino,2022,Escola Pública,,,Ágata,6.334,673,90,10,4,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,9.2,7.7,6.9,Sem limitações,4.8,4.3,5.0,5.0,Não,Não,6.208,2.5,Fase 6 (2º EM),-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
